term_str|n|p|s|i|max_pos|max_pos_group|df|dfidf|stop|porter_stem
few|834|0.00047254748422292004|2116.189448441247|11.047253072838139|JJ|JJ|291|70.2443188319999|1|few
under|831|0.000470847673128593|2123.829121540313|11.052451979512458|IN|IN|285|77.36229401024825|1|under
sea|830|0.00047028106943048395|2126.387951807229|11.054189120048516|NN|NN|201|155.81782576815704|0|sea
sent|829|0.00046971446573237496|2128.952955367913|11.055928354787053|VBD|VB|296|64.17617116565181|0|sent
almost|819|0.0004640484287512848|2154.947496947497|11.073437004641795|RB|RB|290|71.44314275927738|0|almost
perhaps|818|0.00046348182505317575|2157.5819070904645|11.075199613341054|RB|RB|277|86.56875705685599|0|perhap
young|816|0.0004623486176569577|2162.870098039216|11.078731304311308|JJ|JJ|284|78.53100839606608|0|young
such|815|0.0004617820139588487|2165.5239263803683|11.080500397164363|JJ|JJ|273|91.04757856255301|1|such
leave|812|0.0004600822028645217|2173.524630541872|11.085820729097627|VB|VB|291|70.2443188319999|0|leav
big|810|0.00045894899546830364|2178.8913580246913|11.089378548510815|JJ|JJ|242|122.79116721745582|0|big
wanted|809|0.0004583823917701946|2181.584672435105|11.091160753852826|VBD|VB|285|77.36229401024825|0|want
true|807|0.00045724918437397655|2186.9913258983893|11.094731783005024|JJ|JJ|288|73.82584893881825|0|true
while|798|0.00045214975109099544|2211.65664160401|11.110911710060458|IN|IN|269|95.44184348713242|1|while
watch|797|0.0004515831473928864|2214.431618569636|11.112720732292331|NNP|NN|243|121.85289701640505|0|watch
herself|788|0.00044648371410990523|2239.7233502538074|11.129104826826428|PRP|PR|205|153.09085431531363|1|herself
others|780|0.0004419508845250331|2262.6948717948717|11.143826332533193|NNS|NN|281|82.00660008920929|0|other
felt|775|0.00043911786603448804|2277.2929032258066|11.153104146121203|VBD|VB|293|67.83181478199604|0|felt
each|774|0.00043855126233637904|2280.2351421188628|11.154966890138393|DT|DT|278|85.43598359004818|1|each
sweet|773|0.00043798465863827|2283.1849935316945|11.156832042357955|JJ|JJ|262|102.92453932913769|0|sweet
wind|768|0.0004351516401477249|2298.0494791666665|11.166194145561647|NN|NN|246|119.00256134326311|0|wind
light|768|0.0004351516401477249|2298.0494791666665|11.166194145561647|NN|NN|264|100.81384773072213|0|light
yes|763|0.00043231862165717984|2313.1087811271295|11.175617399448273|UH|UH|267|97.60687574488325|0|ye
theon|763|0.00043231862165717984|2313.1087811271295|11.175617399448273|NNP|NN|62|153.26824354754382|0|theon
side|760|0.0004306188105628528|2322.23947368421|11.181301037951854|NN|NN|276|87.69632222700436|0|side
best|760|0.0004306188105628528|2322.23947368421|11.181301037951854|JJS|JJ|280|83.15488657199683|0|best
die|758|0.00042948560316663476|2328.3667546174142|11.18510260811171|VB|VB|258|107.0796748139417|0|die
very|757|0.0004289189994685257|2331.442536327609|11.18700715629707|RB|RB|278|85.43598359004818|1|veri
brought|753|0.0004266525846760897|2343.8273572377157|11.194650591610875|VBD|VB|285|77.36229401024825|0|brought
lost|752|0.00042608598097798063|2346.94414893617|11.196567794605166|VBN|VB|287|75.00969664357969|0|lost
city|749|0.0004243861698836536|2356.344459279039|11.202334737824053|NN|NN|171|172.43849300857022|0|citi
soon|748|0.0004238195661855446|2359.494652406417|11.204262186395166|RB|RB|280|83.15488657199683|0|soon
children|747|0.00042325296248743556|2362.65327978581|11.206192213493566|NNS|NN|253|112.14760854197029|0|children
seven|747|0.00042325296248743556|2362.65327978581|11.206192213493566|NNP|NN|253|112.14760854197029|0|seven
fear|739|0.00041872013290256344|2388.2300405953993|11.221726092136652|NN|NN|276|87.69632222700436|0|fear
green|736|0.00041702032180823635|2397.9646739130435|11.227594690225791|JJ|JJ|257|108.10453281561247|0|green
along|728|0.00041248749222336424|2424.315934065934|11.243362006084107|IN|IN|268|96.52705121747923|0|along
word|727|0.00041192088852525524|2427.650618982118|11.245345092363209|NN|NN|270|94.35127256584212|0|word
far|725|0.0004107876811290372|2434.3475862068967|11.249319461380507|RB|RB|288|73.82584893881825|0|far
brothers|725|0.0004107876811290372|2434.3475862068967|11.249319461380507|NNS|NN|230|133.57818186427622|0|brother
both|718|0.0004068214552422741|2458.0807799442896|11.263316612459752|DT|DT|281|82.00660008920929|1|both
brienne|715|0.00040512164414794704|2468.3944055944053|11.26935721461705|NNP|NN|34|113.51926505735979|0|brienn
child|713|0.000403988436751729|2475.3183730715286|11.273398379838914|NN|NN|244|120.90868978196765|0|child
north|708|0.0004011554182611839|2492.7994350282484|11.283551096199805|NN|NN|244|120.90868978196765|0|north
help|708|0.0004011554182611839|2492.7994350282484|11.283551096199805|VB|VB|274|89.93575205719051|0|help
something|699|0.00039605598497820276|2524.8955650929897|11.302008000907367|NN|NN|291|70.2443188319999|0|someth
ve|696|0.0003943561738838757|2535.7787356321837|11.308213150434074|JJ|JJ|258|107.0796748139417|1|ve
taken|695|0.0003937895701857667|2539.4273381294965|11.310287478671933|VBN|VB|277|86.56875705685599|0|taken
mean|694|0.0003932229664876577|2543.086455331412|11.312364793704543|VBP|VB|270|94.35127256584212|0|mean
died|684|0.00038755692950656753|2580.266081871345|11.333304131396906|VBD|VB|262|102.92453932913769|0|die
tywin|680|0.00038529051471413144|2595.4441176470586|11.3417657101451|NNP|NN|141|181.4265897247659|0|tywin
kill|677|0.0003835907036198044|2606.9453471196452|11.348144622707807|VB|VB|247|118.04068821000284|0|kill
rest|675|0.00038245749622358637|2614.6696296296295|11.35241295434461|NN|NN|278|85.43598359004818|0|rest
davos|674|0.0003818908925254773|2618.5489614243324|11.354551865100944|NNP|NN|17|73.7596325286799|0|davo
began|668|0.00037849127033682324|2642.068862275449|11.367452353808751|VBD|VB|264|100.81384773072213|0|began
sound|664|0.00037622485554438716|2657.984939759036|11.376117214935878|NN|NN|264|100.81384773072213|0|sound
won|663|0.00037565825184627817|2661.993966817496|11.378291586170215|VBD|VB|253|112.14760854197029|1|won
house|661|0.0003745250444500601|2670.0484114977307|11.38265018477511|NNP|NN|230|133.57818186427622|0|hous
past|660|0.0003739584407519511|2674.0939393939398|11.384834432036987|IN|IN|268|96.52705121747923|0|past
life|659|0.0003733918370538421|2678.1517450682854|11.387021991274752|NN|NN|256|109.12377720373708|0|life
steel|657|0.00037225862965762404|2686.3044140030443|11.391407085960473|NN|NN|229|134.43696135258025|0|steel
hall|655|0.000371125422261406|2694.5068702290077|11.395805549857991|NN|NN|187|164.44224513030426|0|hall
tried|653|0.00036999221486518796|2702.759571209801|11.400217464736372|VBD|VB|263|101.87193630277626|0|tri
lords|652|0.00036942561116707896|2706.90490797546|11.402428492051726|NNS|NN|207|151.68500402097393|0|lord
thing|651|0.00036885900746896997|2711.062980030722|11.404642913117168|NN|NN|280|83.15488657199683|0|thing
strong|650|0.0003682924037708609|2715.233846153846|11.406860738366987|JJ|JJ|261|103.97163587250772|0|strong
arm|650|0.0003682924037708609|2715.233846153846|11.406860738366987|NN|NN|252|113.14417746294976|0|arm
battle|649|0.0003677258000727519|2719.417565485362|11.409081978283664|NN|NN|215|145.78545959921712|0|battl
new|648|0.0003671591963746429|2723.614197530864|11.411306643398179|JJ|JJ|245|119.95856984638421|0|new
days|644|0.00036489278158220685|2740.531055900621|11.420239768168186|NNS|NN|257|108.10453281561247|0|day
tower|642|0.0003637595741859888|2749.068535825545|11.4247271591605|NNP|NN|204|153.78324019704286|0|tower
bloody|641|0.00036319297048787976|2753.3572542901716|11.426976099664062|JJ|NN|230|133.57818186427622|0|bloodi
dragon|639|0.00036205976309166177|2761.974960876369|11.431484525335808|NN|NN|150|179.61690963093255|0|dragon
moment|635|0.0003597933482992257|2779.3732283464565|11.440543864623274|NN|NN|269|95.44184348713242|0|moment
sat|633|0.00035866014090300764|2788.1548183254345|11.445094956854462|VBD|VB|280|83.15488657199683|0|sat
bring|633|0.00035866014090300764|2788.1548183254345|11.445094956854462|VB|VB|253|112.14760854197029|0|bring
love|628|0.00035582712241246257|2810.353503184713|11.456535897391175|NN|VB|228|135.28944084251722|0|love
pale|626|0.0003546939150162445|2819.332268370607|11.461137799350185|JJ|JJ|263|101.87193630277626|0|pale
free|624|0.0003535607076200265|2828.36858974359|11.465754427420555|JJ|JJ|245|119.95856984638421|0|free
bed|623|0.0003529941039219175|2832.9085072231137|11.468068293258801|NN|NN|230|133.57818186427622|0|bed
killed|622|0.00035242750022380844|2837.4630225080386|11.4703858761522|VBD|VB|246|119.00256134326311|0|kill
heart|618|0.0003501610854313724|2855.8284789644013|11.479693618378429|NN|NN|247|118.04068821000284|0|heart
inside|617|0.00034959448173326336|2860.457050243112|11.482029967133386|IN|IN|255|110.13738605002622|0|insid
horses|616|0.00034902787803515437|2865.1006493506493|11.484370105587901|NNS|NN|204|153.78324019704286|0|hors
smile|613|0.00034732806694082733|2879.122349102773|11.491413382592022|NN|NN|257|108.10453281561247|0|smile
cut|612|0.0003467614632427183|2883.826797385621|11.493768803590152|VBD|VB|271|93.25535831736931|0|cut
death|607|0.0003439284447521732|2907.5815485996704|11.505603940027122|NN|NN|240|124.64979818245907|0|death
knights|604|0.00034222863365784617|2922.023178807947|11.512751906957725|NNS|NN|204|153.78324019704286|0|knight
nor|604|0.00034222863365784617|2922.023178807947|11.512751906957725|CC|CC|256|109.12377720373708|1|nor
arms|603|0.0003416620299597371|2926.8689883913767|11.515142454382719|NNS|NN|263|101.87193630277626|0|arm
bear|601|0.00034052882256351913|2936.608985024958|11.519935465571617|NNP|NN|200|156.48171298547464|0|bear
thousand|599|0.0003393956151673011|2946.414023372287|11.524744453494018|CD|CD|244|120.90868978196765|0|thousand
above|599|0.0003393956151673011|2946.414023372287|11.524744453494018|IN|IN|250|115.1201175100027|1|abov
going|598|0.00033882901146919204|2951.3411371237457|11.527154972084698|VBG|VB|246|119.00256134326311|0|go
close|597|0.00033826240777108305|2956.2847571189277|11.529569525017997|RB|RB|264|100.81384773072213|0|close
part|596|0.000337695804072974|2961.2449664429532|11.531988125820641|NN|NN|255|110.13738605002622|0|part
wolf|594|0.000336562596676756|2971.215488215488|11.536837525482037|NN|NN|187|164.44224513030426|0|wolf
air|593|0.00033599599297864696|2976.2259696458686|11.5392683517368|NN|NN|242|122.79116721745582|0|air
open|588|0.0003331629744881019|3001.5340136054424|11.55148430144644|JJ|JJ|271|93.25535831736931|0|open
sons|588|0.0003331629744881019|3001.5340136054424|11.55148430144644|NNS|NN|193|160.92488946476536|0|son
dragons|588|0.0003331629744881019|3001.5340136054424|11.55148430144644|NNS|NN|140|181.5774432859984|0|dragon
laughed|587|0.0003325963707899929|3006.647359454855|11.553939953172751|VBD|VB|263|101.87193630277626|0|laugh
please|584|0.0003308965596956658|3022.0924657534247|11.561332087402786|VB|VB|221|141.07804516365726|0|pleas
hot|582|0.0003297633522994478|3032.4776632302405|11.56628130337452|JJ|JJ|205|153.09085431531363|0|hot
fell|578|0.00032749693750701173|3053.463667820069|11.576230963782125|VBD|VB|257|108.10453281561247|0|fell
river|577|0.0003269303338089027|3058.7556325823225|11.578729137637321|NN|NN|163|175.6384658767763|0|river
rose|574|0.00032523052271457565|3074.742160278746|11.586249719607116|VBD|VB|254|111.14533725420276|0|rose
sleep|571|0.0003235307116202486|3090.8966725043783|11.59380971091996|VB|VB|230|133.57818186427622|0|sleep
wife|571|0.0003235307116202486|3090.8966725043783|11.59380971091996|NN|NN|207|151.68500402097393|0|wife
without|564|0.0003195644857334855|3129.258865248227|11.61160529388401|IN|IN|262|102.92453932913769|0|without
speak|564|0.0003195644857334855|3129.258865248227|11.61160529388401|VB|VB|228|135.28944084251722|0|speak
landing|557|0.00031559825984672237|3168.585278276481|11.629623128942772|NNP|NN|219|142.67361522710246|0|land
feel|555|0.0003144650524505043|3180.0036036036036|11.634812685045334|VB|VB|260|105.01320483514728|0|feel
fight|553|0.0003133318450542863|3191.50452079566|11.640020976048095|VB|VB|224|138.63580251236664|0|fight
certain|553|0.0003133318450542863|3191.50452079566|11.640020976048095|JJ|JJ|237|127.39259687550984|0|certain
full|553|0.0003133318450542863|3191.50452079566|11.640020976048095|JJ|JJ|264|100.81384773072213|0|full
brown|552|0.0003127652413561773|3197.286231884058|11.642632189504635|JJ|JJ|211|148.7899344249266|0|brown
got|552|0.0003127652413561773|3197.286231884058|11.642632189504635|VBD|VB|221|141.07804516365726|0|got
send|551|0.00031219863765806824|3203.088929219601|11.645248137711645|VB|VB|230|133.57818186427622|0|send
rode|551|0.00031219863765806824|3203.088929219601|11.645248137711645|VBD|VB|207|151.68500402097393|0|rode
golden|549|0.00031106543026185025|3214.7577413479053|11.650494307277604|JJ|JJ|221|141.07804516365726|0|golden
uncle|547|0.0003099322228656322|3226.5118829981716|11.655759623490246|NN|NN|161|176.35100813058443|0|uncl
four|547|0.0003099322228656322|3226.5118829981716|11.655759623490246|CD|CD|233|130.96431614114155|0|four
swords|547|0.0003099322228656322|3226.5118829981716|11.655759623490246|NNS|NN|230|133.57818186427622|0|sword
throat|546|0.00030936561916752316|3232.4212454212457|11.65839950536295|NN|NN|242|122.79116721745582|0|throat
world|546|0.00030936561916752316|3232.4212454212457|11.65839950536295|NN|NN|232|131.84183222129|0|world
fool|545|0.00030879901546941417|3238.3522935779815|11.661044226618515|NN|NN|222|140.2704532141422|0|fool
legs|545|0.00030879901546941417|3238.3522935779815|11.661044226618515|NNS|NN|235|129.19073491221806|0|leg
war|545|0.00030879901546941417|3238.3522935779815|11.661044226618515|NN|NN|217|144.24283432990325|0|war
tongue|543|0.00030766580807319613|3250.279926335175|11.666348258478441|NN|NN|223|139.45636261633987|0|tongu
call|542|0.00030709920437508713|3256.2767527675273|11.66900760492893|VB|VB|252|113.14417746294976|0|call
silver|540|0.0003059659969788691|3268.337037037037|11.674341049231971|NN|NN|214|146.5467224164035|0|silver
thick|540|0.0003059659969788691|3268.337037037037|11.674341049231971|JJ|JJ|261|103.97163587250772|0|thick
trees|538|0.00030483278958265105|3280.4869888475837|11.679694283726178|NNS|NN|173|171.55311918230956|0|tree
renly|538|0.00030483278958265105|3280.4869888475837|11.679694283726178|NNP|NN|96|176.76501638217042|0|renli
daughter|536|0.000303699582186433|3292.7276119402986|11.685067455825031|NN|NN|206|152.3914308688892|0|daughter
honor|532|0.0003014331673939969|3317.4849624060153|11.695874210781614|NN|NN|218|143.46153372368744|0|honor
sun|532|0.0003014331673939969|3317.4849624060153|11.695874210781614|NN|NN|214|146.5467224164035|0|sun
table|531|0.00030086656369588793|3323.732580037665|11.69858859547865|NN|NN|187|164.44224513030426|0|tabl
pulled|529|0.0002997333562996699|3336.2986767485822|11.704032734168777|VBD|VB|246|119.00256134326311|0|pull
set|526|0.00029803354520534285|3355.3269961977185|11.712237656990501|VBD|VB|260|105.01320483514728|0|set
things|522|0.00029576713041290677|3381.0383141762454|11.723250649712918|NNS|NN|241|123.72347585178487|0|thing
broken|522|0.00029576713041290677|3381.0383141762454|11.723250649712918|JJ|JJ|236|128.29472246030053|0|broken
steps|521|0.0002952005267147978|3387.52783109405|11.726017084004296|NNS|NN|199|157.13838669753136|0|step
bastard|516|0.0002923675082242527|3420.3527131782944|11.73992939085955|NN|NN|188|163.87506976859856|0|bastard
hodor|515|0.00029180090452614365|3426.9941747572816|11.742728024212223|NNP|NN|28|101.32947531404582|0|hodor
next|515|0.00029180090452614365|3426.9941747572816|11.742728024212223|JJ|JJ|248|117.07297419017527|0|next
women|514|0.00029123430082803465|3433.6614785992215|11.745532097088924|NNS|NN|213|147.3012436434433|0|women
tall|512|0.0002901010934318166|3447.07421875|11.751156646282803|JJ|JJ|246|119.00256134326311|0|tall
mormont|512|0.0002901010934318166|3447.07421875|11.751156646282803|NNP|NN|90|174.0970492535181|0|mormont
oh|510|0.00028896788603559857|3460.592156862745|11.756803209423945|UH|UH|200|156.48171298547464|0|oh
toward|510|0.00028896788603559857|3460.592156862745|11.756803209423945|IN|IN|239|125.57010926640251|0|toward
burned|508|0.0002878346786393805|3474.216535433071|11.762471959510638|VBN|VB|229|134.43696135258025|0|burn
deep|505|0.0002861348675450535|3494.8554455445546|11.771017068643646|JJ|JJ|245|119.95856984638421|0|deep
heavy|504|0.0002855682638469445|3501.7896825396824|11.773876722782887|JJ|JJ|232|131.84183222129|0|heavi
together|503|0.00028500166014883545|3508.751491053678|11.776742056477277|RB|RB|253|112.14760854197029|0|togeth
smiled|499|0.0002827352453563994|3536.877755511022|11.788260640945543|VBD|VB|239|125.57010926640251|0|smile
given|499|0.0002827352453563994|3536.877755511022|11.788260640945543|VBN|VB|236|128.29472246030053|0|given
ride|497|0.0002816020379601814|3551.110663983903|11.794054604720516|VB|VB|210|149.5240397775548|0|ride
skin|497|0.0002816020379601814|3551.110663983903|11.794054604720516|NN|NN|217|144.24283432990325|0|skin
moved|496|0.00028103543426207233|3558.270161290323|11.796960335895928|VBD|VB|244|120.90868978196765|0|move
alone|496|0.00028103543426207233|3558.270161290323|11.796960335895928|RB|RB|240|124.64979818245907|0|alon
rock|495|0.00028046883056396333|3565.4585858585856|11.799871931315831|NNP|NN|186|165.00170550849637|0|rock
ask|492|0.0002787690194696363|3587.1991869918697|11.808642140943563|VB|VB|231|132.71312976907532|0|ask
blue|489|0.0002770692083753092|3609.2065439672806|11.81746599133057|JJ|JJ|200|156.48171298547464|0|blue
hope|489|0.0002770692083753092|3609.2065439672806|11.81746599133057|VBP|VB|233|130.96431614114155|0|hope
reached|488|0.0002765026046772002|3616.6024590163934|11.820419308719917|VBD|VB|248|117.07297419017527|0|reach
